index,smiles,is_valid,status
78,C#N.CCCc1cc2ccc34cc(C)c5c6c7cccc8CCc9c%10c(CC2C)c2cc1c2c1N%10C2CCC6(C)c6cc%10cc%11cccc%12Nc(c%10c%10c%13c%14ccc%15cc%16c(C)cc%17c%18cc(c%18)c%18c(C2COc1(c%16C)c1-c2cccc(C)c%16cc%19cccc(c(cc(CC)cc%15c81)N%10c(cc7%18)c1cc9c%19c1c%13c5%17)N%16c2ccc(c%14)c3)c%11C)c61cc%12N41,False,Molécula 78 [INVÁLIDA - Error de valencia/kekulización]
79,CC1c2c3cc4C5CN=C6C7CC(C)(C5)Cc5c8cc9Bc%10ccc6c6ccc1c1cc(c)(C8=O)n8-c(ccccc4c9N6c5c%10C)c(c7ccc8C)N3Cc21,False,Molécula 79 [INVÁLIDA - Error de valencia/kekulización]
80,C#N.ccc1ccc2cc3c4cnc35ccccc(ccn3c5n5ccc6nc3(c25)N1C6)c4,False,Molécula 80 [INVÁLIDA - Error de valencia/kekulización]
81,O=C1c2ccc34cccc5c6c78c(cc(cccc31)(c2)C4)-n7c51cc2c3cc4c(B68)cc(cc21)N=C4O3,False,Molécula 81 [INVÁLIDA - Error de valencia/kekulización]
82,ccc1cc2cccc3c4cc5c6cc7c8-c9c6ccc6(C#N)ccc%10cc%11c%12ccccN%11c%11cccc(cc%11)c7ccc7B%12c(cccccc3c82)cc2(ccc%10c-1(N2)-c4n1-c6cc71)c95,False,Molécula 82 [INVÁLIDA - Error de valencia/kekulización]
83,CCc1cc2ncc1c1cc3c4ccc5cc6cc7c8c-5cc5cc9ncc%10nc6N86c8c%11c1cc1cc-%11cc(c%11c(cc%12c-%10cc4cc4(cc4Oc4ccc(c(CC#N)c4)B1N56)N%12%11)c7c89)-n23,False,Molécula 83 [INVÁLIDA - Error de valencia/kekulización]
84,Bc1cc2cc3c4ccc5c6c7cc8cc7N7CC9Cc%10ccccc(N25)c2c5cc%11cc%12c%13c5Oc5(c%14ccc%15%16nc(cc%17cc%18cc(O)cc%19ccc%20ccccc%19c%12c%20c%12cc%19cc2%20c%12cc(CCC)cc%17c%15c%18c%13c%19c-4c5(cc%10)N=%20c2ccc(cc(n8-%16)C6CC)c(cc2)c%14)c(c1)C7(C)C3)N%119,False,Molécula 84 [INVÁLIDA - Error de valencia/kekulización]
85,Cc1nc2C3c4c2C(=O)c2ccccc5c(O)cccc6c7cccc4cc(cc7cc56)C3(C)c1ccc2,False,Molécula 85 [INVÁLIDA - Error de valencia/kekulización]
86,O=[PH]1C2=CC=C3C=C4C=CC=C5C=C1C1=C6C7=CC8=c9c%10cc%11c%12c9=CC89C=C8C%13=CC=CC=C4C%114C=C%11C(=C(C=CC=CC=C%14OC(=C(C=C%14C%10=C%13)C694)C=CC=C2)N%117)C2=C8C(=C2)C=C(S1)C3=C5%12,True,Molécula 86 [VÁLIDA]: O=[PH]1C2=CC=C3C=C4C=CC=C5C=C1C1=C6C7=CC8=c9c%10cc%11c%12c9=CC89C=C8C%13=CC=CC=C4C%114C=C%11C(=C(C=CC=CC=C%14OC(=C(C=C%14C%10=C%13)C694)C=CC=C2)N%117)C2=C8C(=C2)C=C(S1)C3=C5%12
87,N#Ccccc1cc(nn)cc1cc1cc(C=O)c(ccccc2c3cccc2c3)C1=O,False,Molécula 87 [INVÁLIDA - Error de valencia/kekulización]
88,C=C(=O)c1cc2ccc3(cccccc3n1)C(=O)OB1c34ccc(cc(c2)O3)N2Cc(cc4F)c13cccccc2cc3,False,Molécula 88 [INVÁLIDA - Error de valencia/kekulización]
89,O=Cc1ccc2ccc3cc4c5cccc6cc(ccccccccccc7cc1c-3c1C5Cc4c17)OB26,False,Molécula 89 [INVÁLIDA - Error de valencia/kekulización]
90,cc1c2cc3c45c6c7c8ccc9%10cccc%11c7c(OC)c7c(c%12c%13cc%14ccccc%15cc(c%16c(cc-%11c%11cc%17ccc(cc9(c9cc-3c3c4cc(ccc%11%10)CC%15C%12(C)C4CC(C#N)C23C2(CCC%16(C)C42)C9C)B865C)c%17-1)c%14)C%13)C7,False,Molécula 90 [INVÁLIDA - Error de valencia/kekulización]
91,C#N.C#N.CCc1c2ccccccc3c(c4c5c6nc7c8c9cc%10(cc%11cc%12c(cc(cn-8)B8Cc7%12c8c(C#N)c(cc7cc6(cc(c1-4)CNC=57)=N#Cc1ccccc3cc(C)c1)N%11)c%10)N9)O2,False,Molécula 91 [INVÁLIDA - Error de valencia/kekulización]
92,C#N.CC1N=C2c3c4cnc5cc6c7ccc8cc9cccc(B47)c1ccc1c4c2c(c5)c(O9)c2cc3N3c(cccc5ccc5cc5cccc7c9cc(cc-95)C(c6cc23)c4n-17)c8,False,Molécula 92 [INVÁLIDA - Error de valencia/kekulización]
93,Cc1cc2cc3cc4cc5cc6cc7c8cc9%10c%11cc%12c%13c7cc7cccc%14c%15cc(cc1N7)c(c5)c1c5c(ccc7c(c%16cc5B37%169c%15cc(c%14c6)c%131)N%12c%11c8O)Nc4c2%10,False,Molécula 93 [INVÁLIDA - Error de valencia/kekulización]
94,CCCN1c2ccc3cc4ccc5cc3cccc1nc1ncccccccccc3cc1cccn1c(ccc1c(c)c(cc2)c43)c5,False,Molécula 94 [INVÁLIDA - Error de valencia/kekulización]
95,COC1=CC2=CC=CC3=C4C=Cc5cc6c7c8cc9c%10cc8c8n(c5)C(=CC(=CC5=CC(C)=CC(C)(C=C9B(F)C9=CC=NC2=C(C=CC(C)(C)C2=C(C)C=CC6=CC=C52)C(=CC=79)C%10CC3)N=8)C4)C=C1,True,Molécula 95 [VÁLIDA]: COC1=CC2=CC=CC3=C4C=Cc5cc6c7c8cc9c%10cc8c8n(c5)C(=CC(=CC5=CC(C)=CC(C)(C=C9B(F)C9=CC=NC2=C(C=CC(C)(C)C2=C(C)C=CC6=CC=C52)C(=CC=79)C%10CC3)N=8)C4)C=C1
96,ccc1cccc2c3c4ccc5cc6c7c8ccc9c%10c(ccc%11c(I)c%12cc5cc(F)c5c-%11c%11c%13c%14(cc6c6%15c(c%11c%12c(c1%14)c6c-5c%10(C)CC7%13%15)CO9)C4#N#C2)N83,False,Molécula 96 [INVÁLIDA - Error de valencia/kekulización]
97,C=C1c2cc3c-c4ccc5ccc6c7c(cc8c9cc(c27)c2c7cc%10c4B4c%11ccc4cc4c%12c(cc%11)c4n4cnc(c(nc%122)c74)c5c(c8n19)n%106)N3,False,Molécula 97 [INVÁLIDA - Error de valencia/kekulización]
98,CC(=O)c1cccc2ccc3-c4cc5c6cc7cccc8cccc(O2)c(c1)Nc1cccccccc2CBc9c(O)c%10cc%11c(ccccc9c9cc%12cc%13ccc(c4)c3N%11c2ccc(c7)Nc9c(cc8c(c1)cc%13%10)N%125)S6,False,Molécula 98 [INVÁLIDA - Error de valencia/kekulización]
99,Cc1cc2cc34cc5cc6c7ccc8cn9cccc%10(F)ccc%11cc%12c(c1)n1c%13n5c13N%12c(cccc-%13ccc1ccc(c8C#N)c3cccc9-c5ccc8(c(c3)-c3(cc3)c(c3ccc3)cc3ccccc38)C(=O)c7cc(cc(c5)cc24)N16)c%10N#C%11,False,Molécula 99 [INVÁLIDA - Error de valencia/kekulización]
100,O=c1nc2ccc3c(n1-c1cc4c5cc(cccc(ccc6(ccccc7cc6c72)n1)c5)N4)BC3,False,Molécula 100 [INVÁLIDA - Error de valencia/kekulización]
